Origin,Destination,Cost_FTL,Cost_LTL
FAC038,Denver,2685.012277,283.6705172
FAC038,Detroit,4357.102964,490.9467777
FAC038,El Paso,3092.866609,287.1556549
FAC038,Fort Worth,3894.563686,362.2690755
FAC038,Fresno,1179.696348,83.87044254
FAC038,Houston,4264.14283,399.5629073
FAC038,Indianapolis,4178.211736,468.7710039
FAC038,Jacksonville,4403.622608,471.9693011
FAC038,Kansas City,3544.323442,390.1927328
FAC038,Las Vegas,1981.113772,155.3601024
FAC038,Long Beach,1623.618284,123.470066
FAC038,Los Angeles,1576.778863,119.2918011
FAC038,Louisville,4300.702463,483.95524
FAC038,Memphis,3541.080326,370.9691678
FAC038,Mesa,2359.160855,189.0834238
FAC038,Miami,4816.701884,520.3391756
FAC038,Milwaukee,4021.427343,449.335645
FAC038,Minneapolis,3831.614854,425.8060462
FAC038,Nashville,3815.134086,403.0597295
FAC038,New Orleans,3759.778535,396.5778234
FAC038,New York,8523.484561,705.8578354
FAC038,Oakland,824.9300292,52.22385895
FAC038,Oklahoma City,3750.576045,347.7394383
FAC038,Omaha,3277.120061,357.0695787
FAC038,Philadelphia,8440.151853,698.7814427
FAC038,Phoenix,2328.557689,186.3534982
FAC038,Portland,2100.308346,165.9927381
FAC038,Raleigh,6355.676879,624.6344699
FAC038,Sacramento,976.8743784,65.77790646
FAC038,San Antonio,3915.549847,364.3867663
FAC038,San Diego,1824.758436,141.4125771
FAC038,San Francisco,800.688011,50.06137335
FAC038,San Jose,897.2791485,58.67769159
FAC038,Seattle,2451.246111,197.2977993
FAC038,Tucson,2558.878606,206.8990511
FAC038,Tulsa,3933.8399,366.2323957
FAC038,Virginia Beach,6673.892662,657.5481475
FAC038,Washington,8388.476425,694.3933024
FAC038,Wichita,3439.481459,377.1962762
FAC039,Albuquerque,4849.849629,411.2628874
FAC039,Arlington,3240.103123,296.2281678
FAC039,Atlanta,1663.245171,151.0824387
FAC039,Austin,3390.19541,311.3738181
FAC039,Baltimore,3688.763344,295.3061256
FAC039,Boston,4752.014236,385.5945729
FAC039,Charlotte,1747.168487,160.9095119
FAC039,Chicago,2814.001214,299.6602866
FAC039,Cleveland,2644.367605,278.6321089
FAC039,Colorado Springs,3945.442642,439.9164042
FAC039,Columbus,2551.356745,267.1022658
FAC039,Dallas,3206.025299,292.7894114
FAC039,Denver,3866.001108,430.0686465
FAC039,Detroit,2852.031761,304.3746419
FAC039,El Paso,4549.974771,437.8671873
FAC039,Fort Worth,3259.868577,298.2226783
FAC039,Fresno,6721.633805,578.2335697
FAC039,Houston,2936.413933,265.58322
FAC039,Indianapolis,2576.259767,270.1893024
FAC039,Jacksonville,1251.980044,102.9249936
FAC039,Kansas City,2972.845123,319.3509479
FAC039,Las Vegas,5976.659802,511.7788902
FAC039,Long Beach,6375.221779,547.3322227
FAC039,Los Angeles,6359.654808,545.9435862
FAC039,Louisville,2408.684576,249.4162911
FAC039,Memphis,2264.762875,221.5176737
FAC039,Mesa,5603.343455,478.4775694
FAC039,Miami,800.7560764,50.08853342
FAC039,Milwaukee,2946.197583,316.0476567
FAC039,Minneapolis,3420.82798,374.8839474
FAC039,Nashville,1989.814784,189.3223896
FAC039,New Orleans,1926.200644,181.873437
FAC039,New York,4183.941713,337.3553601
FAC039,Oakland,7057.882397,608.2282976
FAC039,Oklahoma City,3575.96188,330.1193118
FAC039,Omaha,3247.453922,353.392095
FAC039,Philadelphia,3954.257498,317.8511854
FAC039,Phoenix,5608.639405,478.9499895
FAC039,Portland,7533.560552,650.6607036
FAC039,Raleigh,2349.781632,210.2969298
FAC039,Sacramento,7046.011254,607.1693438
FAC039,San Antonio,3286.983707,300.9588367
FAC039,San Diego,6203.30387,531.9964533
FAC039,San Francisco,7079.301358,610.1389551
FAC039,San Jose,7009.502807,603.9126434
FAC039,Seattle,7648.315984,660.89735
FAC039,Tucson,5376.561634,458.2477182
FAC039,Tulsa,3548.079005,327.3056809
FAC039,Virginia Beach,2752.756482,251.9774026
FAC039,Washington,3587.728493,286.7265139
FAC039,Wichita,3270.843894,356.2915705
FAC040,Albuquerque,4188.876816,352.3014521
FAC040,Arlington,4650.894508,438.5896009
FAC040,Atlanta,4246.262872,453.543127
FAC040,Austin,4961.908494,469.973686
FAC040,Baltimore,8331.633144,689.5663217
FAC040,Boston,8999.056004,746.2421017
FAC040,Charlotte,4454.135524,477.8841546
FAC040,Chicago,3945.353165,439.9053125
FAC040,Cleveland,4430.247289,500.0139187
FAC040,Colorado Springs,2770.72165,294.295251
FAC040,Columbus,4419.629407,498.6977013
FAC040,Dallas,4632.78073,436.7617592
FAC040,Denver,2669.53311,281.7516836
FAC040,Detroit,4341.623798,489.0279441
FAC040,El Paso,4227.246936,404.4868194
FAC040,Fort Worth,4621.246217,435.597824
FAC040,Fresno,2331.900336,186.6516758
FAC040,Houston,5065.015343,480.3780866
FAC040,Indianapolis,4162.73257,466.8521704
FAC040,Jacksonville,4694.45566,506.0246485
FAC040,Kansas City,3528.844275,388.2738993
FAC040,Las Vegas,3133.317886,258.1413469
FAC040,Long Beach,2812.978008,229.5657404
FAC040,Los Angeles,2766.138586,225.3874755
FAC040,Louisville,4285.223296,482.0364064
FAC040,Memphis,3856.280531,407.877808
FAC040,Mesa,3548.520578,295.1790983
FAC040,Miami,5107.534936,554.394523
FAC040,Milwaukee,4003.742644,447.1434084
FAC040,Minneapolis,3506.390239,385.4904446
FAC040,Nashville,3921.650447,415.5323547
FAC040,New Orleans,4259.878359,455.1374441
FAC040,New York,8495.776538,703.5049436
FAC040,Oakland,2088.725277,164.9594818
FAC040,Oklahoma City,4269.036543,400.0567265
FAC040,Omaha,3261.640986,355.1507565
FAC040,Philadelphia,8412.44383,696.4285509
FAC040,Phoenix,3517.917412,292.4491727
FAC040,Portland,800.6888908,50.06145183
FAC040,Raleigh,6463.321554,635.7683681
FAC040,Sacramento,1987.021944,155.8871351
FAC040,San Antonio,4966.631041,470.4502331
FAC040,San Diego,3014.118159,247.5082515
FAC040,San Francisco,2098.452828,165.8272184
FAC040,San Jose,2169.366098,172.1529676
FAC040,Seattle,1153.314382,81.51706497
FAC040,Tucson,3748.238329,312.9947255
FAC040,Tulsa,4294.575972,402.6338828
FAC040,Virginia Beach,6653.610544,655.4503286
FAC040,Washington,8360.768402,692.0404106
FAC040,Wichita,3424.002292,375.2774426
FAC041,Albuquerque,3673.072563,306.2896366
FAC041,Arlington,2672.019728,238.9034866
FAC041,Atlanta,1825.883893,170.1267604
FAC041,Austin,2991.304308,271.1221483
FAC041,Baltimore,2984.340281,235.4883864
FAC041,Boston,3651.763142,292.1641665
FAC041,Charlotte,1921.269323,181.2959996
FAC041,Chicago,936.1152218,66.87316028
FAC041,Cleveland,1442.966778,129.7036611
FAC041,Colorado Springs,2447.036891,254.1705335
FAC041,Columbus,1451.453784,130.75573
FAC041,Dallas,2637.745303,235.4448914
FAC041,Denver,2345.848351,241.6269661
FAC041,Detroit,1354.343287,118.7176865
FAC041,El Paso,4010.752942,382.0944243
FAC041,Fort Worth,2691.137507,240.832641
FAC041,Fresno,5268.389187,448.5983006
FAC041,Houston,3066.403767,278.7003535
FAC041,Indianapolis,1205.346555,100.2477041
FAC041,Jacksonville,2274.076681,222.6082819
FAC041,Kansas City,1637.016411,153.7585061
FAC041,Las Vegas,4450.236028,375.6157458
FAC041,Long Beach,5020.339858,426.4713021
FAC041,Los Angeles,4994.396163,424.15702
FAC041,Louisville,1373.230247,121.0589581
FAC041,Memphis,1612.132041,145.0973027
FAC041,Mesa,4645.261253,393.0127808
FAC041,Miami,2687.155957,270.9781564
FAC041,Milwaukee,801.0263499,50.12722872
FAC041,Minneapolis,1303.388229,112.4011786
FAC041,Nashville,1501.271468,132.1159881
FAC041,New Orleans,2123.042307,204.9227814
FAC041,New York,3148.483676,249.4270084
FAC041,Oakland,5216.426887,443.9630543
FAC041,Oklahoma City,2365.60122,207.9831263
FAC041,Omaha,1552.112875,143.2336657
FAC041,Philadelphia,3065.150967,242.3506156
FAC041,Phoenix,4614.658086,390.2828552
FAC041,Portland,5199.92958,442.4914281
FAC041,Raleigh,2598.03693,235.9744583
FAC041,Sacramento,5056.38452,429.686631
FAC041,San Antonio,3135.371257,285.6597884
FAC041,San Diego,5120.594648,435.4144328
FAC041,San Francisco,5226.154438,444.8307909
FAC041,San Jose,5297.067582,451.1565288
FAC041,Seattle,4864.911338,412.6064525
FAC041,Tucson,4697.346978,397.6590371
FAC041,Tulsa,2179.207513,189.1743388
FAC041,Virginia Beach,2788.32592,255.6564189
FAC041,Washington,3013.47554,237.9624753
FAC041,Wichita,1937.674228,191.0287501
FAC042,Albuquerque,2487.775674,200.5563833
FAC042,Arlington,3440.045343,316.4041209
FAC042,Atlanta,3610.895603,379.1442479
FAC042,Austin,3663.154556,338.9178304
FAC042,Baltimore,7256.938492,598.3061006
FAC042,Boston,8013.6932,662.5677044
FAC042,Charlotte,3818.768254,403.4852755
FAC042,Chicago,3394.877405,371.6670537
FAC042,Cleveland,3879.771529,431.7756599
FAC042,Colorado Springs,2015.053684,200.6208878
FAC042,Columbus,3780.661534,419.4897539
FAC042,Dallas,3456.594528,318.0740813
FAC042,Denver,1917.037718,188.4706002
FAC042,Detroit,3791.148038,420.7896853
FAC042,El Paso,2689.663513,245.4515741
FAC042,Fort Worth,3409.48291,313.3200989
FAC042,Fresno,1623.515849,123.4609284
FAC042,Houston,3888.829141,361.6904088
FAC042,Indianapolis,3521.585422,387.374075
FAC042,Jacksonville,4052.485637,430.8526143
FAC042,Kansas City,2806.519951,298.7328917
FAC042,Las Vegas,801.7711507,50.15799377
FAC042,Long Beach,1375.46652,101.3339298
FAC042,Los Angeles,1349.522699,99.01963656
FAC042,Louisville,3562.255436,392.4156247
FAC042,Memphis,3189.943356,329.852481
FAC042,Mesa,1936.415933,151.3728752
FAC042,Miami,4465.564913,479.2224888
FAC042,Milwaukee,3455.472417,379.1785526
FAC042,Minneapolis,3265.659928,355.6489539
FAC042,Nashville,3286.283178,341.1334757
FAC042,New Orleans,3410.268935,355.651695
FAC042,New York,7510.413734,619.8305462
FAC042,Oakland,1959.764442,153.4556562
FAC042,Oklahoma City,3265.49538,298.7904729
FAC042,Omaha,2711.165134,286.9124863
FAC042,Philadelphia,7387.13153,609.3617483
FAC042,Phoenix,1905.812641,148.6429384
FAC042,Portland,3135.243034,258.3130779
FAC042,Raleigh,5525.597487,538.7777432
FAC042,Sacramento,1947.893299,152.3967025
FAC042,San Antonio,3541.954366,326.6876503
FAC042,San Diego,1475.721184,110.2770494
FAC042,San Francisco,1981.183403,155.3663138
FAC042,San Jose,1911.384851,149.140002
FAC042,Seattle,3367.17262,279.0021305
FAC042,Tucson,2136.133558,169.1884913
FAC042,Tulsa,3394.983602,311.8569894
FAC042,Virginia Beach,5715.886478,558.4597038
FAC042,Washington,7247.784696,597.5287845
FAC042,Wichita,2683.029337,283.4247074
FAC043,Albuquerque,2613.228583,211.7472878
FAC043,Arlington,1810.835858,152.0023534
FAC043,Atlanta,1848.50122,172.7751557
FAC043,Austin,2121.849733,183.3864273
FAC043,Baltimore,3667.262937,293.480368
FAC043,Boston,4553.041872,368.6983671
FAC043,Charlotte,2056.373951,197.1161927
FAC043,Chicago,1576.308685,146.2330347
FAC043,Cleveland,1980.048413,196.2815528
FAC043,Colorado Springs,1773.004829,170.6159474
FAC043,Columbus,1775.278979,170.8978563
FAC043,Dallas,1792.72208,150.1745117
FAC043,Denver,1693.563296,160.7681897
FAC043,Detroit,1970.807994,195.1360889
FAC043,El Paso,3028.688633,280.5176019
FAC043,Fort Worth,1781.187456,149.0105652
FAC043,Fresno,4375.990668,368.9927608
FAC043,Houston,2224.956582,193.7908279
FAC043,Indianapolis,1516.202867,138.7821774
FAC043,Jacksonville,2296.694088,225.2566867
FAC043,Kansas City,800.6796512,50.08425114
FAC043,Las Vegas,3557.837383,296.0101948
FAC043,Long Beach,4127.941214,346.8657511
FAC043,Los Angeles,4101.997518,344.551469
FAC043,Louisville,1556.872881,143.8237271
FAC043,Memphis,1473.797274,128.8988737
FAC043,Mesa,3585.417273,298.470432
FAC043,Miami,2709.773283,273.6265517
FAC043,Milwaukee,1636.903697,153.7445337
FAC043,Minneapolis,1447.091208,130.2149349
FAC043,Nashville,1523.888874,134.7643929
FAC043,New Orleans,1984.707539,188.7243524
FAC043,New York,3984.969512,320.4591682
FAC043,Oakland,4560.831596,385.4813155
FAC043,Oklahoma City,1428.977781,113.4694678
FAC043,Omaha,1074.896167,84.0767699
FAC043,Philadelphia,3797.455974,304.5360157
FAC043,Phoenix,3554.814107,295.7405064
FAC043,Portland,4548.922998,384.4190207
FAC043,Raleigh,2897.975059,266.9976426
FAC043,Sacramento,4400.789229,371.2048923
FAC043,San Antonio,2265.916793,197.9240785
FAC043,San Diego,4228.196003,355.8088819
FAC043,San Francisco,4570.55902,386.349041
FAC043,San Jose,4641.47229,392.6747901
FAC043,Seattle,4663.67843,394.6556671
FAC043,Tucson,3637.502998,303.1166883
FAC043,Tulsa,1454.517211,116.0466241
FAC043,Virginia Beach,3088.26405,286.6796032
FAC043,Washington,3658.108977,292.703038
FAC043,Wichita,1100.4215,87.24094961
FAC044,Albuquerque,3036.672703,249.5202076
FAC044,Arlington,3925.126119,365.3530976
FAC044,Atlanta,4100.828617,436.5133773
FAC044,Austin,4036.749925,376.6169351
FAC044,Baltimore,8359.341003,691.9191996
FAC044,Boston,9026.763863,748.5949797
FAC044,Charlotte,4351.00014,465.8074278
FAC044,Chicago,3960.832331,441.824146
FAC044,Cleveland,4445.726456,501.9327523
FAC044,Colorado Springs,2786.200817,296.2140846
FAC044,Columbus,4435.108573,500.6165348
FAC044,Dallas,3941.675304,367.023058
FAC044,Denver,2685.012277,283.6705172
FAC044,Detroit,4357.102964,490.9467777
FAC044,El Paso,3092.866609,287.1556549
FAC044,Fort Worth,3894.563686,362.2690755
FAC044,Fresno,1179.696348,83.87044254
FAC044,Houston,4264.14283,399.5629073
FAC044,Indianapolis,4178.211736,468.7710039
FAC044,Jacksonville,4403.622608,471.9693011
FAC044,Kansas City,3544.323442,390.1927328
FAC044,Las Vegas,1981.113772,155.3601024
FAC044,Long Beach,1623.618284,123.470066
FAC044,Los Angeles,1576.778863,119.2918011
FAC044,Louisville,4300.702463,483.95524
FAC044,Memphis,3541.080326,370.9691678
FAC044,Mesa,2359.160855,189.0834238
FAC044,Miami,4816.701884,520.3391756
FAC044,Milwaukee,4021.427343,449.335645
FAC044,Minneapolis,3831.614854,425.8060462
FAC044,Nashville,3815.134086,403.0597295
FAC044,New Orleans,3759.778535,396.5778234
FAC044,New York,8523.484561,705.8578354
FAC044,Oakland,824.9300292,52.22385895
FAC044,Oklahoma City,3750.576045,347.7394383
FAC044,Omaha,3277.120061,357.0695787
FAC044,Philadelphia,8440.151853,698.7814427
FAC044,Phoenix,2328.557689,186.3534982
FAC044,Portland,2100.308346,165.9927381
FAC044,Raleigh,6355.676879,624.6344699
FAC044,Sacramento,976.8743784,65.77790646
FAC044,San Antonio,3915.549847,364.3867663
FAC044,San Diego,1824.758436,141.4125771
FAC044,San Francisco,800.688011,50.06137335
FAC044,San Jose,897.2791485,58.67769159
FAC044,Seattle,2451.246111,197.2977993
FAC044,Tucson,2558.878606,206.8990511
FAC044,Tulsa,3933.8399,366.2323957
FAC044,Virginia Beach,6673.892662,657.5481475
FAC044,Washington,8388.476425,694.3933024
FAC044,Wichita,3439.481459,377.1962762
FAC045,Albuquerque,4627.539502,391.4319293
FAC045,Arlington,3285.114992,300.7702668
FAC045,Atlanta,1661.736878,150.9058238
FAC045,Austin,3602.81332,332.8288615
FAC045,Baltimore,800.3184873,50.02704509
FAC045,Boston,1866.347903,140.5514372
FAC045,Charlotte,1346.715973,114.018179
FAC045,Chicago,1886.491453,184.6840139
FAC045,Cleveland,1395.394629,123.8065065
FAC045,Colorado Springs,3373.859659,369.0616449
FAC045,Columbus,1427.97159,127.8448226
FAC045,Dallas,3250.906101,297.3182845
FAC045,Denver,3294.418126,359.2138872
FAC045,Detroit,1624.694175,152.2310129
FAC045,El Paso,4679.36778,451.250558
FAC045,Fort Worth,3308.572556,303.1373442
FAC045,Fresno,6499.323678,558.4026116
FAC045,Houston,3391.187859,311.4739651
FAC045,Indianapolis,1686.479188,159.8900271
FAC045,Jacksonville,1768.757369,163.4374807
FAC045,Kansas City,2401.26214,248.4961886
FAC045,Las Vegas,5757.075325,492.1910711
FAC045,Long Beach,6251.274349,536.2756131
FAC045,Los Angeles,6225.330528,533.9613198
FAC045,Louisville,1703.507085,162.000845
FAC045,Memphis,1984.676584,188.7207276
FAC045,Mesa,5599.728192,478.1550734
FAC045,Miami,2218.003848,216.0423851
FAC045,Milwaukee,2018.687822,201.0713841
FAC045,Minneapolis,2493.81592,259.969371
FAC045,Nashville,1708.601233,156.393446
FAC045,New Orleans,2255.399298,220.4212376
FAC045,New York,1298.27538,92.31222442
FAC045,Oakland,6591.625619,566.6363163
FAC045,Oklahoma City,3209.099059,293.0995812
FAC045,Omaha,2553.138407,267.3231248
FAC045,Philadelphia,1068.591165,72.80804975
FAC045,Phoenix,5569.1249,475.4251366
FAC045,Portland,6579.717021,565.5740214
FAC045,Raleigh,1405.980039,112.6776945
FAC045,Sacramento,6431.583252,552.359893
FAC045,San Antonio,3741.757632,346.8495818
FAC045,San Diego,6338.968099,544.0982486
FAC045,San Francisco,6601.353044,567.5040417
FAC045,San Jose,6672.266314,573.8297908
FAC045,Seattle,6500.308562,558.4904672
FAC045,Tucson,5512.225738,470.3495023
FAC045,Tulsa,3022.705241,274.2907825
FAC045,Virginia Beach,1277.418977,99.38037375
FAC045,Washington,905.140672,58.92826716
FAC045,Wichita,2699.260912,285.4368112
FAC046,Albuquerque,3285.951126,271.7568463
FAC046,Arlington,2032.228195,174.3428148
FAC046,Atlanta,1126.926525,88.28174377
FAC046,Austin,2349.926523,206.4014095
FAC046,Baltimore,2647.911454,206.9197422
FAC046,Boston,3713.540089,297.4101011
FAC046,Charlotte,1334.799257,112.6227808
FAC046,Chicago,1463.852139,132.2926591
FAC046,Cleveland,1571.54438,145.6424403
FAC046,Colorado Springs,2595.293567,272.5487767
FAC046,Columbus,1363.283713,119.8259625
FAC046,Dallas,1998.019193,170.8908213
FAC046,Denver,2515.852034,262.701019
FAC046,Detroit,1592.3775,148.2249625
FAC046,El Paso,3327.188598,311.3920341
FAC046,Fort Worth,2055.685648,176.709881
FAC046,Fresno,5157.735301,438.7275286
FAC046,Houston,2340.204076,205.420328
FAC046,Indianapolis,1226.110692,102.821675
FAC046,Jacksonville,1575.119393,140.7632747
FAC046,Kansas City,1622.696048,151.9833205
FAC046,Las Vegas,4687.489216,396.779685
FAC046,Long Beach,4909.685972,416.6005301
FAC046,Los Angeles,4883.742277,414.286248
FAC046,Louisville,1058.535502,82.04866361
FAC046,Memphis,1077.745336,82.52282999
FAC046,Mesa,4258.139815,358.4799904
FAC046,Miami,1988.198589,189.1331398
FAC046,Milwaukee,1596.048508,148.6800293
FAC046,Minneapolis,2070.678905,207.51632
FAC046,Nashville,800.890813,50.10431051
FAC046,New Orleans,1494.714062,131.348143
FAC046,New York,3145.467566,249.1708883
FAC046,Oakland,5493.983894,468.7222565
FAC046,Oklahoma City,2023.157755,173.4275265
FAC046,Omaha,1897.304848,186.0244676
FAC046,Philadelphia,2915.783351,229.6667136
FAC046,Phoenix,4227.536649,355.7500648
FAC046,Portland,5678.73948,485.2031983
FAC046,Raleigh,1858.705303,159.5039495
FAC046,Sacramento,5482.112876,467.6633139
FAC046,San Antonio,2493.993472,220.9390496
FAC046,San Diego,4921.253581,417.6324073
FAC046,San Francisco,5515.402855,470.632914
FAC046,San Jose,5445.604303,464.4066022
FAC046,Seattle,5793.494912,495.4398448
FAC046,Tucson,4094.511345,343.8836723
FAC046,Tulsa,1908.26481,161.8338036
FAC046,Virginia Beach,2195.662663,194.356105
FAC046,Washington,2547.798614,198.4184252
FAC046,Wichita,1920.69482,188.923943
FAC047,Albuquerque,2128.212005,168.4818569
FAC047,Arlington,835.0221777,53.53405009
FAC047,Atlanta,1825.668813,170.1015754
FAC047,Austin,1152.720505,85.59264481
FAC047,Baltimore,4413.923821,356.8848311
FAC047,Boston,5479.552457,447.37519
FAC047,Charlotte,2144.484211,207.4335397
FAC047,Chicago,2200.011385,223.5486757
FAC047,Cleveland,2543.157565,266.0858763
FAC047,Colorado Springs,2184.636973,221.6428278
FAC047,Columbus,2334.896899,240.2693985
FAC047,Dallas,800.5129968,50.05176595
FAC047,Denver,2105.19544,211.7950701
FAC047,Detroit,2563.990594,268.6683872
FAC047,El Paso,2035.103061,177.7491129
FAC047,Fort Worth,858.4796304,55.90111627
FAC047,Fresno,3999.996307,335.4525504
FAC047,Houston,1230.873397,93.47896864
FAC047,Indianapolis,2122.999258,214.0020729
FAC047,Jacksonville,2128.462804,205.5574992
FAC047,Kansas City,1619.835635,151.628737
FAC047,Las Vegas,3255.022178,268.9978597
FAC047,Long Beach,3738.463144,312.1227396
FAC047,Los Angeles,3722.896172,310.7341031
FAC047,Louisville,2030.148687,202.4920996
FAC047,Memphis,1391.924414,119.3119004
FAC047,Mesa,2966.584945,243.2680975
FAC047,Miami,2541.54208,253.9273737
FAC047,Milwaukee,2312.377447,237.4778348
FAC047,Minneapolis,2266.639384,231.8080378
FAC047,Nashville,1665.978174,151.4024621
FAC047,New Orleans,1486.246102,130.35658
FAC047,New York,4911.480097,399.1359911
FAC047,Oakland,4336.244899,365.4472783
FAC047,Oklahoma City,1173.23671,87.66291284
FAC047,Omaha,1872.723868,182.977352
FAC047,Philadelphia,4681.795719,379.6318025
FAC047,Phoenix,2971.88077,243.7405064
FAC047,Portland,5139.318879,437.0847096
FAC047,Raleigh,3126.690638,290.65414
FAC047,Sacramento,4324.373756,364.3883245
FAC047,San Antonio,1296.787565,100.1302961
FAC047,San Diego,3566.54536,296.7869814
FAC047,San Francisco,4357.663735,367.3579246
FAC047,San Jose,4287.865309,361.1316241
FAC047,Seattle,5288.41076,450.3843055
FAC047,Tucson,2739.802999,223.0382351
FAC047,Tulsa,1264.559018,96.87814817
FAC047,Virginia Beach,3488.373839,328.0637372
FAC047,Washington,4313.810982,348.3835141
FAC047,Wichita,1338.378679,116.7386763
FAC048,Albuquerque,4122.286176,346.3612989
FAC048,Arlington,2691.957013,240.9153365
FAC048,Atlanta,1121.058018,87.59456588
FAC048,Austin,2984.170449,270.4022783
FAC048,Baltimore,1914.658068,144.6538084
FAC048,Boston,2980.286867,235.1441812
FAC048,Charlotte,800.5667055,50.06635888
FAC048,Chicago,1942.825533,191.6673179
FAC048,Cleveland,1567.674931,145.1627745
FAC048,Colorado Springs,3202.263239,347.7901526
FAC048,Columbus,1474.66407,133.6329313
FAC048,Dallas,2657.87919,237.4765801
FAC048,Denver,3122.821706,337.9423949
FAC048,Detroit,1775.339087,170.9053075
FAC048,El Paso,4030.982794,384.1868372
FAC048,Fort Worth,2711.722467,242.909847
FAC048,Fresno,5994.070477,513.3319925
FAC048,Houston,2667.530882,238.4505219
FAC048,Indianapolis,1672.007044,158.0960264
FAC048,Jacksonville,1298.135239,108.329576
FAC048,Kansas City,2229.66572,227.2246963
FAC048,Las Vegas,5521.337924,471.162346
FAC048,Long Beach,5746.021148,491.2049939
FAC048,Los Angeles,5720.077327,488.8907007
FAC048,Louisville,1507.160064,137.6612105
FAC048,Memphis,1612.760236,145.1708617
FAC048,Mesa,5059.197774,429.9375845
FAC048,Miami,1747.381718,160.9344803
FAC048,Milwaukee,2075.021902,208.054688
FAC048,Minneapolis,2550.150001,266.952675
FAC048,Nashville,1336.684965,112.8435894
FAC048,New Orleans,1731.563411,159.082222
FAC048,New York,2412.214344,186.9049684
FAC048,Oakland,6330.31907,543.3267203
FAC048,Oklahoma City,2762.258173,248.0093505
FAC048,Omaha,2504.27452,261.2658434
FAC048,Philadelphia,2182.530129,167.4007937
FAC048,Phoenix,5063.871699,430.3545175
FAC048,Portland,6512.588188,559.5858593
FAC048,Raleigh,1130.145587,84.1476005
FAC048,Sacramento,6318.447926,542.2677666
FAC048,San Antonio,3018.100655,273.8261387
FAC048,San Diego,5659.158189,483.4564684
FAC048,San Francisco,6351.738031,545.2373779
FAC048,San Jose,6281.939479,539.0110661
FAC048,Seattle,6577.699743,565.3940721
FAC048,Tucson,4832.415827,409.7077221
FAC048,Tulsa,2647.365116,236.4156164
FAC048,Virginia Beach,1500.086998,122.4113605
FAC048,Washington,1814.545228,136.1524914
FAC048,Wichita,2527.664492,264.1653189
FAC049,Albuquerque,2128.212005,168.4818569
FAC049,Arlington,835.0221777,53.53405009
FAC049,Atlanta,1825.668813,170.1015754
FAC049,Austin,1152.720505,85.59264481
FAC049,Baltimore,4413.923821,356.8848311
FAC049,Boston,5479.552457,447.37519
FAC049,Charlotte,2144.484211,207.4335397
FAC049,Chicago,2200.011385,223.5486757
FAC049,Cleveland,2543.157565,266.0858763
FAC049,Colorado Springs,2184.636973,221.6428278
FAC049,Columbus,2334.896899,240.2693985
FAC049,Dallas,800.5129968,50.05176595
FAC049,Denver,2105.19544,211.7950701
FAC049,Detroit,2563.990594,268.6683872
FAC049,El Paso,2035.103061,177.7491129
FAC049,Fort Worth,858.4796304,55.90111627
FAC049,Fresno,3999.996307,335.4525504
FAC049,Houston,1230.873397,93.47896864
FAC049,Indianapolis,2122.999258,214.0020729
FAC049,Jacksonville,2128.462804,205.5574992
FAC049,Kansas City,1619.835635,151.628737
FAC049,Las Vegas,3255.022178,268.9978597
FAC049,Long Beach,3738.463144,312.1227396
FAC049,Los Angeles,3722.896172,310.7341031
FAC049,Louisville,2030.148687,202.4920996
FAC049,Memphis,1391.924414,119.3119004
FAC049,Mesa,2966.584945,243.2680975
FAC049,Miami,2541.54208,253.9273737
FAC049,Milwaukee,2312.377447,237.4778348
FAC049,Minneapolis,2266.639384,231.8080378
FAC049,Nashville,1665.978174,151.4024621
FAC049,New Orleans,1486.246102,130.35658
FAC049,New York,4911.480097,399.1359911
FAC049,Oakland,4336.244899,365.4472783
FAC049,Oklahoma City,1173.23671,87.66291284
FAC049,Omaha,1872.723868,182.977352
FAC049,Philadelphia,4681.795719,379.6318025
FAC049,Phoenix,2971.88077,243.7405064
FAC049,Portland,5139.318879,437.0847096
FAC049,Raleigh,3126.690638,290.65414
FAC049,Sacramento,4324.373756,364.3883245
FAC049,San Antonio,1296.787565,100.1302961
FAC049,San Diego,3566.54536,296.7869814
FAC049,San Francisco,4357.663735,367.3579246
FAC049,San Jose,4287.865309,361.1316241
FAC049,Seattle,5288.41076,450.3843055
FAC049,Tucson,2739.802999,223.0382351
FAC049,Tulsa,1264.559018,96.87814817
FAC049,Virginia Beach,3488.373839,328.0637372
FAC049,Washington,4313.810982,348.3835141
FAC049,Wichita,1338.378679,116.7386763
FAC050,Albuquerque,4849.849629,411.2628874
FAC050,Arlington,3240.103123,296.2281678
FAC050,Atlanta,1663.245171,151.0824387
FAC050,Austin,3390.19541,311.3738181
FAC050,Baltimore,3688.763344,295.3061256
FAC050,Boston,4752.014236,385.5945729
FAC050,Charlotte,1747.168487,160.9095119
FAC050,Chicago,2814.001214,299.6602866
FAC050,Cleveland,2644.367605,278.6321089
FAC050,Colorado Springs,3945.442642,439.9164042
FAC050,Columbus,2551.356745,267.1022658
FAC050,Dallas,3206.025299,292.7894114
FAC050,Denver,3866.001108,430.0686465
FAC050,Detroit,2852.031761,304.3746419
FAC050,El Paso,4549.974771,437.8671873
FAC050,Fort Worth,3259.868577,298.2226783
FAC050,Fresno,6721.633805,578.2335697
FAC050,Houston,2936.413933,265.58322
FAC050,Indianapolis,2576.259767,270.1893024
FAC050,Jacksonville,1251.980044,102.9249936
FAC050,Kansas City,2972.845123,319.3509479
